Animal ID,Name,Species,Primary Breed,Secondary Breed,Primary Color,Secondary Color,Age Group At Outcome,Previous Intake Type,Source Shelter,Outcome Subtype,Episode Index,Previous Intake Date,Outcome Date,LOS (days),Adoption Channel (derived)
LDDC-A-3951,Tyner,Cat,Domestic Longhair,—,Orange,—,Kitten,Transfer In,"66811, FLRN-MC-24-1204, FLRN-A-7269",Off Transport Adoption (OTA),1,2024-05-31,2024-05-31,0,Off Transport
LDDC-A-3091,Doc,Cat,Domestic Shorthair,—,White,—,Adult Cat,Transfer In,"2457, FLRN-FC-24-0341, FLRN-A-5925",Adoption from Foster,1,2024-02-10,2024-05-31,111,From Foster
LDDC-A-3911,Flora,Cat,Domestic Shorthair,—,Grey,White,Kitten,Transfer In,HERT-FC-24-1131,Foster Adopted,1,2024-05-24,2024-06-01,8,From Foster
LDDC-A-3901,Nubbs,Dog,Sheep Dog,"Cattle Dog, Australian (Blue Heeler)",Brown,Black,Puppy,Transfer In,"66490, FLRN-FD-24-1116, FLRN-A-7011",PetSmart Adoption Event,1,2024-05-18,2024-06-02,15,Weekend Event
LDDC-A-3973,Riggins,Dog,"Shepherd, Australian",—,Black,White,Puppy,Transfer In,"FLRN-MD-24-1169, FLRN-A-7019",PetSmart Adoption Event,1,2024-05-31,2024-06-02,2,Weekend Event
LDDC-A-3810,Taco,Dog,"Terrier, Yorkshire, Yorkie",—,Tan,Brown,Adult Dog,Transfer In,PVAS-A-186231,PetSmart Adoption Event,1,2024-05-11,2024-06-02,22,Weekend Event
LDDC-A-3914,Harper,Cat,Domestic Shorthair,—,White,Tan,Kitten,Transfer In,HERT-FC-24-1134,PetSmart Adoption Event,1,2024-05-24,2024-06-02,9,Weekend Event
LDDC-A-3893,Hillard,Cat,Domestic Longhair,—,Black,—,Kitten,Transfer In,"66683, FLRN-MC-24-1065, FLRN-A-7081",PetSmart Adoption Event,1,2024-05-18,2024-06-02,15,Weekend Event
LDDC-A-3975,Shell,Dog,Terrier,Shepherd,Black,Brown,Puppy,Transfer In,"66606, FLRN-FD-24-1172, FLRN-A-7023",PetSmart Adoption Event,1,2024-05-31,2024-06-02,2,Weekend Event
LDDC-A-3987,Bistro,Cat,Domestic Medium Hair,—,Grey,White,Kitten,Transfer In,"66844, FLRN-MC-24-1184, FLRN-A-7263",Petco Adoption Event,1,2024-05-31,2024-06-02,2,Weekend Event
LDDC-A-3913,Hailey,Cat,Domestic Shorthair,—,White,Tan,Kitten,Transfer In,HERT-FC-24-1133,PetSmart Adoption Event,1,2024-05-24,2024-06-02,9,Weekend Event
LDDC-A-4008,Tot,Cat,Domestic Shorthair,—,Seal,—,Kitten,Transfer In,"66811, FLRN-FC-24-1202, FLRN-A-7271",PetSmart Adoption Event,1,2024-05-31,2024-06-02,2,Weekend Event
LDDC-A-3897,Nymbus,Dog,Sheep Dog,"Cattle Dog, Australian (Blue Heeler)",Black,Tan,Puppy,Transfer In,"66490, FLRN-MD-24-1128, FLRN-A-7007",PetSmart Adoption Event,1,2024-05-18,2024-06-02,15,Weekend Event
LDDC-A-3829,Eclipse,Dog,"Retriever, Labrador",Mix,Black,—,Adult Dog,Transfer In,"66101, FLRN-FD-24-1044, FLRN-A-6774",PetSmart Adoption Event,1,2024-05-18,2024-06-02,15,Weekend Event
LDDC-A-3908,Pepita,Dog,Beagle,—,White,Black,Adult Dog,Owner Surrender,FLRN-FD-19-0851,PetSmart Adoption Event,1,2024-06-02,2024-06-02,0,Weekend Event
LDDC-A-3269,Mowgli,Dog,Retriever,—,Fawn,—,Adult Dog,Owner Surrender,FLRN-MD-22-2119,PetSmart Adoption Event,1,2024-05-12,2024-06-02,21,Weekend Event
LDDC-A-4010,Tyson,Cat,Domestic Shorthair,—,Orange,White,Kitten,Transfer In,"66811, FLRN-MC-24-1205, FLRN-A-7270",PetSmart Adoption Event,1,2024-05-31,2024-06-02,2,Weekend Event
LDDC-A-3997,Nessa,Cat,Domestic Shorthair,—,Black,White,Kitten,Transfer In,"66587, FLRN-FC-24-1212, FLRN-A-7052",PetSmart Adoption Event,1,2024-05-31,2024-06-02,2,Weekend Event
LDDC-A-3825,Aqua,Dog,Shepherd,Mix,Brindle,White,Adult Dog,Transfer In,"66237, FLRN-FD-24-1127, FLRN-A-6823",PetSmart Adoption Event,1,2024-05-18,2024-06-02,15,Weekend Event
LDDC-A-3814,Mal,Dog,Terrier,—,Black,Beige,Adult Dog,Transfer In,PVAS-A-185711,PetSmart Adoption Event,1,2024-05-11,2024-06-02,22,Weekend Event
LDDC-A-3402,Buck,Dog,Collie,Mix,Red/Mahogany,Brown,Adult Dog,Adoption Return,"65228, 2495, FLRN-MD-24-0689, FLRN-A-5993",PetSmart Adoption Event,2,2024-05-12,2024-06-02,21,Weekend Event
LDDC-A-3986,Beulah,Cat,Domestic Medium Hair,—,Orange,White,Kitten,Transfer In,"66861, FLRN-FC-24-1182, FLRN-A-7259",PetSmart Adoption Event,1,2024-05-31,2024-06-02,2,Weekend Event
LDDC-A-4021,Lil Eris,Cat,Domestic Shorthair,—,Black,Brown,Kitten,Transfer In,"DPSC-A-25701, FLRN-A-7310, DPRD-FC-24-1231",PetSmart Adoption Event,1,2024-05-31,2024-06-02,2,Weekend Event
LDDC-A-4019,Lil Alyse,Cat,Domestic Shorthair,—,Orange,Grey,Kitten,Transfer In,"DPSC-A-25699, FLRN-A-7308, DPRD-FC-24-1227",PetSmart Adoption Event,1,2024-05-31,2024-06-02,2,Weekend Event
LDDC-A-3650,Miller,Dog,"Retriever, Labrador",Hound,Red/Mahogany,—,Adult Dog,Transfer In,"A0055379140, HCAC-MD-24-0897, FLRN-A-6386",PetSmart Adoption Event,1,2024-04-20,2024-06-02,43,Weekend Event
LDDC-A-4022,Spicy Cayenne,Cat,Domestic Shorthair,—,Black,Brown,Kitten,Transfer In,"DPSC-A-25716, FLRN-A-7313, DPRD-MC-24-1228",PetSmart Adoption Event,1,2024-05-31,2024-06-02,2,Weekend Event
LDDC-A-3921,Kyle,Cat,American Shorthair,—,Black,—,Kitten,Transfer In,HERT-MC-24-1141,PetSmart Adoption Event,1,2024-05-24,2024-06-02,9,Weekend Event
LDDC-A-3954,Atlas,Dog,"Terrier, Jack Russell",Chihuahua,White,Brindle,Adult Dog,Transfer In,"66590, FLRN-FD-24-1149, FLRN-A-7114",PetSmart Adoption Event,1,2024-05-31,2024-06-02,2,Weekend Event
LDDC-A-4009,Tucker,Cat,Domestic Longhair,—,Orange,—,Kitten,Transfer In,"66811, FLRN-MC-24-1203, FLRN-A-7272",PetSmart Adoption Event,1,2024-05-31,2024-06-02,2,Weekend Event
LDDC-A-4014,William,Cat,Domestic Shorthair,—,Grey,—,Kitten,Transfer In,"66790, FLRN-MC-24-1217, FLRN-A-7265",PetSmart Adoption Event,1,2024-05-31,2024-06-02,2,Weekend Event
LDDC-A-4027,Sweet Otto,Cat,Domestic Shorthair,—,Orange,—,Kitten,Transfer In,"DPSC-A-25725, FLRN-A-7306, DPRD-MC-24-1232",PetSmart Adoption Event,1,2024-05-31,2024-06-02,2,Weekend Event
LDDC-A-3965,Kenley,Dog,Terrier,Mix,Brindle,—,Adult Dog,Transfer In,"65658, FLRN-FD-24-1239, FLRN-A-6370",PetSmart Adoption Event,1,2024-05-31,2024-06-02,2,Weekend Event
LDDC-A-3990,Fern,Cat,Domestic Shorthair,—,Black,—,Kitten,Transfer In,"66525, FLRN-FC-24-1186, FLRN-A-6998",PetSmart Adoption Event,1,2024-05-31,2024-06-02,2,Weekend Event
LDDC-A-3991,Flintstone,Cat,Domestic Shorthair,—,Grey,—,Kitten,Transfer In,"66525, FLRN-MC-24-1187, FLRN-A-6999",PetSmart Adoption Event,1,2024-05-31,2024-06-02,2,Weekend Event
LDDC-A-3992,Flip,Cat,Domestic Shorthair,—,Black,—,Kitten,Transfer In,"66525, FLRN-FC-24-1188, FLRN-A-6997",PetSmart Adoption Event,1,2024-05-31,2024-06-02,2,Weekend Event
LDDC-A-3994,Laney,Cat,Domestic Shorthair,—,Grey,—,Kitten,Transfer In,"FLRN-FC-24-1193, FLRN-A-7174",PetSmart Adoption Event,1,2024-05-31,2024-06-02,2,Weekend Event
LDDC-A-3998,Noodle,Cat,Domestic Shorthair,—,Black,—,Kitten,Transfer In,"66587, FLRN-FC-24-1215, FLRN-A-7054",PetSmart Adoption Event,1,2024-05-31,2024-06-02,2,Weekend Event
LDDC-A-3638,Kona,Dog,"Retriever, Labrador","Pyrenees, Great",White,Tan,Puppy,Transfer In,"65867, FLRN-FD-24-0842, FLRN-A-6514",PetSmart Adoption Event,1,2024-04-20,2024-06-02,43,Weekend Event
LDDC-A-3710,Letty,Dog,"Retriever, Labrador",Mix,Black,—,Puppy,Transfer In,"65916, FLRN-FD-24-0917, FLRN-A-6555",PetSmart Adoption Event,1,2024-04-27,2024-06-02,36,Weekend Event
LDDC-A-3776,Sawyer,Dog,"Retriever, Labrador",Mix,Brown,Black,Puppy,Transfer In,"65940, FLRN-MD-24-0969, FLRN-A-6607",PetSmart Adoption Event,1,2024-05-03,2024-06-02,30,Weekend Event
LDDC-A-3977,Slater,Dog,Terrier,Shepherd,Brown,White,Puppy,Transfer In,"66606, FLRN-MD-24-1173, FLRN-A-7027",PetSmart Adoption Event,1,2024-05-31,2024-06-02,2,Weekend Event
LDDC-A-3956,Carolina,Dog,"Retriever, Labrador",Mix,Black,White,Puppy,Transfer In,"66264, FLRN-MD-24-1151, FLRN-A-7115",PetSmart Adoption Event,1,2024-05-31,2024-06-02,2,Weekend Event
LDDC-A-4024,Spicy Tabasco,Cat,Domestic Shorthair,—,Brown,White,Kitten,Transfer In,"DPSC-A-25717, FLRN-A-7305, DPRD-FC-24-1235",PetSmart Adoption Event,1,2024-05-31,2024-06-02,2,Weekend Event
LDDC-A-4023,Spicy Chipotle,Cat,Domestic Shorthair,—,Grey,White,Kitten,Transfer In,"DPSC-A-25718, FLRN-A-7312, DPRD-FC-24-1230",PetSmart Adoption Event,1,2024-05-31,2024-06-02,2,Weekend Event
LDDC-A-3983,Bridget,Cat,Domestic Shorthair,—,Grey,—,Kitten,Transfer In,"66661, FLRN-FC-24-1179, FLRN-A-7090",PetSmart Adoption Event,1,2024-05-31,2024-06-02,2,Weekend Event
LDDC-A-4028,Sweet Raphie,Cat,Domestic Shorthair,—,Orange,—,Kitten,Transfer In,"DPSC-A-25726, FLRN-A-7307, DPRD-MC-24-1233",PetSmart Adoption Event,1,2024-05-31,2024-06-02,2,Weekend Event
LDDC-A-3589,Lucy,Dog,Shepherd,—,Brown,Black,Puppy,Transfer In,"PVAS-A-183729, PVAS-FD-24-0822",PetSmart Adoption Event,1,2024-04-13,2024-06-02,50,Weekend Event
LDDC-A-3963,Hogan,Dog,Catahoula Leopard Dog,Hound,Black,Brown,Puppy,Transfer In,"66601, FLRN-MD-24-1240, FLRN-A-7130",PetSmart Adoption Event,1,2024-05-31,2024-06-02,2,Weekend Event
LDDC-A-3959,Currant,Dog,Shepherd,Mix,Brindle,—,Adult Dog,Transfer In,"66397, FLRN-FD-24-1237, FLRN-A-6977",PetSmart Adoption Event,1,2024-05-31,2024-06-02,2,Weekend Event
LDDC-A-3972,Pride,Dog,Shepherd,Mix,Brindle,—,Adult Dog,Transfer In,"66397, FLRN-FD-24-1219, FLRN-A-6983",PetSmart Adoption Event,1,2024-05-31,2024-06-02,2,Weekend Event
LDDC-A-3957,Cookey,Dog,"Retriever, Labrador","Retriever, Golden",Brown,White,Adult Dog,Transfer In,"66354, FLRN-FD-24-1218, FLRN-A-6881",PetSmart Adoption Event,1,2024-05-31,2024-06-02,2,Weekend Event
LDDC-A-3981,Betsy,Cat,Domestic Shorthair,—,Calico,—,Kitten,Transfer In,"66661, FLRN-FC-24-1177, FLRN-A-7087",PetSmart Adoption Event,1,2024-05-31,2024-06-02,2,Weekend Event
LDDC-A-3847,Trey,Dog,"Retriever, Labrador",Mix,Black,White,Adult Dog,Transfer In,"65942, FLRN-MD-24-1071, FLRN-A-6619",PetSmart Adoption Event,1,2024-05-18,2024-06-02,15,Weekend Event
LDDC-A-3976,Sea,Dog,Terrier,Shepherd,Brown,Black,Puppy,Transfer In,"66606, FLRN-FD-24-1171, FLRN-A-7024",PetSmart Adoption Event,1,2024-05-31,2024-06-02,2,Weekend Event
LDDC-A-3615,Lex,Cat,Domestic Shorthair,—,Orange,White,Adult Cat,Owner Surrender,FLRN-MC-20-3334,PetSmart Adoption Event,1,2024-04-21,2024-06-02,42,Weekend Event
LDDC-A-3898,Nolan,Dog,Sheep Dog,"Cattle Dog, Australian (Blue Heeler)",Black,White,Puppy,Transfer In,"66490, FLRN-MD-24-1115, FLRN-A-7008",PetSmart Adoption Event,1,2024-05-18,2024-06-02,15,Weekend Event
LDDC-A-3830,Elroy,Dog,Shepherd,Mix,Black,White,Puppy,Transfer In,"66101, FLRN-MD-24-1072, FLRN-A-6769",PetSmart Adoption Event,1,2024-05-18,2024-06-02,15,Weekend Event
LDDC-A-3785,Jimmy Chew,Dog,Terrier,—,Brown,—,Adult Dog,Adoption Return,"PVAS-A-173327, PVAS-MD-24-1039",PetSmart Adoption Event,2,2024-05-26,2024-06-02,7,Weekend Event
LDDC-A-3568,Tradd,Dog,"Retriever, Labrador",Hound,Black,—,Puppy,Transfer In,"65737, FLRN-MD-24-0805, FLRN-A-6338",PetSmart Adoption Event,1,2024-04-06,2024-06-02,57,Weekend Event
LDDC-A-3671,Mlepnos,Cat,Domestic Shorthair,—,Grey,—,Adult Cat,Transfer In,"PPCA-A-9438, FRKN-MC-24-0889",PetSmart Adoption Event,1,2024-04-20,2024-06-02,43,Weekend Event
LDDC-A-3366,Reggie,Cat,Domestic Shorthair,—,Black,White,Adult Cat,Transfer In,"FRCO-A-3440, PPCA-A-9275, FRKN-MC-24-0605",Adoption from Foster,1,2024-03-09,2024-06-03,86,From Foster
LDDC-A-3448,Tessa,Cat,Domestic Shorthair,—,Brown,—,Adult Cat,Transfer In,"C24-0098, CHTR-FC-24-0675, FLRN-A-6536",Meo Maison Cat Cafe Adoption,1,2024-03-23,2024-06-04,73,Cat Café
LDDC-A-4035,Adelle,Dog,"Retriever, Labrador",Shepherd,Fawn,—,Adult Dog,Transfer In,KSAR-FD-24-1241,Off Transport Adoption (OTA),1,2024-06-03,2024-06-04,1,Off Transport
LDDC-A-3917,Iva,Cat,Domestic Shorthair,—,Black,Grey,Kitten,Transfer In,HERT-FC-24-1137,Foster Adopted,1,2024-05-24,2024-06-05,12,From Foster
LDDC-A-3382,Gizma,Cat,Domestic Shorthair,—,Black,—,Adult Cat,Transfer In,"FRCO-A-2741, PPCA-A-9262, FRKN-FC-24-0621",Meo Maison Cat Cafe Adoption,1,2024-03-16,2024-06-05,81,Cat Café
LDDC-A-3933,Me-Mow,Cat,Domestic Shorthair,—,Grey,White,Kitten,Transfer In,"PPCA-A-9680, FRKN-MC-24-1155",Meo Maison Cat Cafe Adoption,1,2024-05-25,2024-06-05,11,Cat Café
LDDC-A-3732,Jupiter Jackson,Dog,"Terrier, Pit Bull",Terrier,Tan,Black,Puppy,Transfer In,HSUS-MD-24-0939,Foster Adopted,1,2024-04-24,2024-06-06,43,From Foster
LDDC-A-3961,Gail,Dog,"Retriever, Labrador",Mix,Brown,White,Adult Dog,Transfer In,"66386, FLRN-FD-24-1154, FLRN-A-6883",Foster Adopted,1,2024-05-31,2024-06-06,6,From Foster
LDDC-A-3677,Celine Festival,Cat,Domestic Shorthair,—,White,Orange,Adult Cat,Owner Surrender,SGPR-FC-23-0696,Adoption from Foster,1,2024-04-28,2024-06-06,39,From Foster
LDDC-A-4056,Cupcake,Cat,Domestic Shorthair,—,Buff,—,Kitten,Transfer In,"FLRN-FC-24-1191, FLRN-A-7297",Off Transport Adoption (OTA),1,2024-06-07,2024-06-07,0,Off Transport
LDDC-A-4055,Jinx,Dog,"Retriever, Labrador",Newfoundland,Black,White,Puppy,Transfer In,"66711, FLRN-MD-24-1293, FLRN-A-7157",Off Transport Adoption (OTA),1,2024-06-07,2024-06-07,0,Off Transport
LDDC-A-3878,Parka,Cat,Domestic Shorthair,—,Grey,—,Adult Cat,Transfer In,"240067, FAHS-FC-24-1108, FLRN-A-7140",PetSmart In-Store Cat Adoption,1,2024-05-18,2024-06-07,20,PetSmart
LDDC-A-3938,Timmy,Cat,Domestic Shorthair,—,Grey,—,Kitten,Transfer In,"PPCA-A-9563, FRKN-MC-24-1158",Meo Maison Cat Cafe Adoption,1,2024-05-25,2024-06-07,13,Cat Café
LDDC-A-3024,Cowboy,Cat,Domestic Shorthair,—,White,Grey,Adult Cat,Transfer In,"PPCA-A-7442, FRKN-MC-24-0288",Meo Maison Cat Cafe Adoption,1,2024-02-03,2024-06-07,125,Cat Café
LDDC-A-3935,Ms. Twinkle,Cat,Domestic Shorthair,—,Grey,—,Kitten,Transfer In,"PPCA-A-9737, FRKN-FC-24-1164",Adoption from Foster,1,2024-05-25,2024-06-07,13,From Foster
LDDC-A-3827,Cadbury,Dog,Shepherd,Mix,Black,Red/Mahogany,Adult Dog,Transfer In,"65709, FLRN-MD-24-1085, FLRN-A-6349",Other Adoption Event,1,2024-05-18,2024-06-08,21,Weekend Event
LDDC-A-4085,Dwarf Happy,Cat,Domestic Shorthair,—,Tortoise,—,Kitten,Transfer In,"PPCA-A-9412, FRKN-FC-24-1264",Off Transport Adoption (OTA),1,2024-06-08,2024-06-08,0,Off Transport
LDDC-A-4086,Dwarf Grumpy,Cat,Domestic Shorthair,—,Calico,—,Kitten,Transfer In,"PPCA-A-9410, FRKN-FC-24-1263",Off Transport Adoption (OTA),1,2024-06-08,2024-06-08,0,Off Transport
LDDC-A-3852,Cecil,Cat,Domestic Shorthair,—,Black,—,Kitten,Transfer In,"FLRN-MC-24-1061, FLRN-A-6838",Adoption from Foster,1,2024-05-18,2024-06-08,21,From Foster
LDDC-A-3966,Kitt,Dog,Shepherd,Mix,Brown,Black,Adult Dog,Transfer In,"65636, FLRN-FD-24-1160, FLRN-A-6361",Other Adoption Event,1,2024-05-31,2024-06-08,8,Weekend Event
LDDC-A-3902,Nicolas,Dog,Sheep Dog,"Cattle Dog, Australian (Blue Heeler)",Black,White,Puppy,Transfer In,"66490, FLRN-MD-24-1113, FLRN-A-7006",Other Adoption Event,1,2024-05-18,2024-06-08,21,Weekend Event
LDDC-A-3967,Maggie,Dog,"Shepherd, Australian",Poodle,Black,Grey,Adult Dog,Transfer In,"66727, FLRN-FD-24-1161, FLRN-A-7110",Other Adoption Event,1,2024-05-31,2024-06-08,8,Weekend Event
LDDC-A-4083,Yummy Oatmeal Raisin,Cat,Domestic Medium Hair,—,Tortoise,—,Kitten,Transfer In,"A0055749374, PPCA-A-9515, FRKN-FC-24-1276",Off Transport Adoption (OTA),1,2024-06-08,2024-06-08,0,Off Transport
LDDC-A-3532,Gremlin,Dog,"Retriever, Labrador",Retriever,Black,—,Puppy,Transfer In,"65656, FLRN-MD-24-0742, FLRN-A-6294",Other Adoption Event,1,2024-04-06,2024-06-08,63,Weekend Event
LDDC-A-4039,Kebee,Dog,Mixed Breed (Medium),—,Tan,White,Puppy,Transfer In,"PRAN-A-86, PRCO-FD-24-1279",Other Adoption Event,1,2024-06-06,2024-06-08,2,Weekend Event
LDDC-A-3833,Grizzly,Dog,Shepherd,Mix,Brindle,—,Adult Dog,Transfer In,"65154, 2486, FLRN-MD-24-1075, FLRN-A-5946",Other Adoption Event,1,2024-05-18,2024-06-08,21,Weekend Event
LDDC-A-3664,Sebastian,Cat,Domestic Shorthair,—,Brown,White,Kitten,Transfer In,"FLRN-MC-24-0879, FLRN-A-6805",PetSmart Adoption Event,1,2024-04-20,2024-06-09,50,Weekend Event
LDDC-A-4066,Orion,Cat,Domestic Shorthair,—,Black,White,Kitten,Transfer In,"FLRN-MC-24-1289, 66973, FLRN-A-7338",PetSmart Adoption Event,1,2024-06-07,2024-06-09,2,Weekend Event
LDDC-A-4079,Yummy Shortbread,Cat,Domestic Medium Hair,—,Tortoise,—,Kitten,Transfer In,"PPCA-A-9517, FRKN-FC-24-1277",PetSmart Adoption Event,1,2024-06-08,2024-06-09,1,Weekend Event
LDDC-A-4018,Spicy Pepper,Cat,Domestic Shorthair,—,Grey,White,Kitten,Transfer In,"DPSC-A-25715, FLRN-A-7311, DPRD-FC-24-1234",PetSmart Adoption Event,1,2024-05-31,2024-06-09,9,Weekend Event
LDDC-A-3924,Polly,Cat,Domestic Shorthair,—,Brown,White,Adult Cat,Transfer In,HERT-FC-24-1144,PetSmart Adoption Event,1,2024-05-24,2024-06-09,16,Weekend Event
LDDC-A-4064,Mushroom,Cat,Domestic Shorthair,—,White,—,Kitten,Transfer In,"FLRN-MC-24-1285, FLRN-A-6941",PetSmart Adoption Event,1,2024-06-07,2024-06-09,2,Weekend Event
LDDC-A-4006,RJ,Cat,Domestic Shorthair,—,White,Orange,Kitten,Transfer In,"66406, FLRN-MC-24-1200, FLRN-A-6852",PetSmart Adoption Event,1,2024-05-31,2024-06-09,9,Weekend Event
LDDC-A-3753,Scooter,Dog,Poodle,Bichon Frise,White,—,Senior Dog,Transfer In,"66033, FLRN-MD-24-0974, FLRN-A-6829",PetSmart Adoption Event,1,2024-05-03,2024-06-09,37,Weekend Event
LDDC-A-3282,Spice Girl,Cat,Domestic Shorthair,—,Brown,Orange,Adult Cat,Transfer In,"AD055110180, PPCA-A-9036, FRKN-FC-24-0524",PetSmart Adoption Event,1,2024-03-02,2024-06-09,99,Weekend Event
LDDC-A-4042,Farmer,Dog,Poodle,"Retriever, Labrador",Black,—,Adult Dog,Transfer In,"66787, FLRN-MD-24-1247, FLRN-A-7185",PetSmart Adoption Event,1,2024-06-07,2024-06-09,2,Weekend Event
LDDC-A-4071,Stella,Cat,Domestic Shorthair,—,Brown,—,Kitten,Transfer In,"FLRN-FC-24-1258, FLRN-A-7361",PetSmart Adoption Event,1,2024-06-07,2024-06-09,2,Weekend Event
LDDC-A-4070,Starry,Cat,Domestic Shorthair,—,Black,—,Kitten,Transfer In,"FLRN-FC-24-1257, FLRN-A-7362",PetSmart Adoption Event,1,2024-06-07,2024-06-09,2,Weekend Event
LDDC-A-4059,Cheese Puff,Cat,Domestic Shorthair,—,Orange,—,Kitten,Transfer In,"FLRN-MC-24-1189, FLRN-A-7334",PetSmart Adoption Event,1,2024-06-07,2024-06-09,2,Weekend Event
LDDC-A-3962,Hawkins,Dog,Terrier,Mix,White,Tan,Adult Dog,Transfer In,"66483, FLRN-MD-24-1236, FLRN-A-7113",PetSmart Adoption Event,1,2024-05-31,2024-06-09,9,Weekend Event
LDDC-A-4076,Yummy Snickerdoodle,Cat,Domestic Medium Hair,—,Torbie,Black,Kitten,Transfer In,"A0055749400, PPCA-A-9516, FRKN-FC-24-1278",PetSmart Adoption Event,1,2024-06-08,2024-06-09,1,Weekend Event
LDDC-A-2873,Pincho,Dog,Shepherd,—,Black,—,Adult Dog,Transfer In,PRCO-FD-24-0150,PetSmart Adoption Event,1,2024-01-20,2024-06-09,141,Weekend Event
LDDC-A-3670,Mandarin,Cat,Domestic Shorthair,—,Orange,—,Adult Cat,Transfer In,"PPCA-A-9347, FRKN-FC-24-0893",PetSmart Adoption Event,1,2024-04-20,2024-06-09,50,Weekend Event
LDDC-A-3675,Simba,Cat,Domestic Shorthair,—,Orange,—,Adult Cat,Transfer In,"PPCA-A-9346, FRKN-MC-24-0894",PetSmart Adoption Event,1,2024-04-20,2024-06-09,50,Weekend Event
LDDC-A-3923,Pippin,Cat,Domestic Shorthair,—,Grey,White,Adult Cat,Transfer In,HERT-MC-24-1143,PetSmart Adoption Event,1,2024-05-24,2024-06-09,16,Weekend Event
LDDC-A-4029,Nyla,Dog,"Retriever, Labrador",Mix,Black,White,Adult Dog,Transfer In,"66364, FLRN-FD-24-1162, FLRN-A-6888",PetSmart Adoption Event,1,2024-05-31,2024-06-09,9,Weekend Event
LDDC-A-3867,Sesame,Cat,Domestic Shorthair,—,Black,White,Kitten,Transfer In,"FLRN-MC-24-1052, FLRN-A-6993",PetSmart Adoption Event,1,2024-05-18,2024-06-09,22,Weekend Event
LDDC-A-3958,Cooper,Dog,Beagle,Hound,Brown,Black,Adult Dog,Transfer In,"65921, FLRN-MD-24-1152, FLRN-A-6616",PetSmart Adoption Event,1,2024-05-31,2024-06-09,9,Weekend Event
LDDC-A-3836,McKayla,Dog,"Retriever, Labrador",Mix,Tan,White,Adult Dog,Transfer In,"66129, FLRN-FD-24-1076, FLRN-A-6747",PetSmart Adoption Event,1,2024-05-18,2024-06-09,22,Weekend Event
LDDC-A-4040,Dolly,Dog,"Retriever, Labrador",Mix,Brown,—,Adult Dog,Transfer In,"65954, FLRN-FD-24-1254, FLRN-A-6709",PetSmart Adoption Event,1,2024-06-07,2024-06-09,2,Weekend Event
LDDC-A-4080,Peaches,Cat,Domestic Shorthair,—,Orange,White,Adult Cat,Transfer In,"PPCA-A-9663, FRKN-FC-24-1272",PetSmart Adoption Event,1,2024-06-08,2024-06-09,1,Weekend Event
LDDC-A-3899,Nissan,Dog,Sheep Dog,"Cattle Dog, Australian (Blue Heeler)",Black,White,Puppy,Transfer In,"66490, FLRN-MD-24-1114, FLRN-A-7009",PetSmart Adoption Event,1,2024-05-18,2024-06-09,22,Weekend Event
LDDC-A-3747,Georgia,Dog,Shepherd,Terrier,Tan,—,Puppy,Adoption Return,"FLRN-FD-24-0966, FLRN-A-6758",PetSmart Adoption Event,2,2024-05-19,2024-06-09,21,Weekend Event
LDDC-A-4093,Sitka,Dog,Husky,Mix,Black,Sandy,Adult Dog,Transfer In,"65739, FLRN-MD-24-1294, FLRN-A-6415",Picked Up from SC Campus,1,2024-06-10,2024-06-10,0,Other / Unknown
LDDC-A-3885,Smokey,Cat,Domestic Longhair,—,Grey,—,Adult Cat,Transfer In,PPCA-A-9527,Meo Maison Cat Cafe Adoption,1,2024-05-18,2024-06-11,24,Cat Café
LDDC-A-4032,Wheezy,Cat,Domestic Shorthair,—,Grey,—,Adult Cat,Owner Surrender,FLRN-FC-18-0748,Adoption from Foster,1,2024-06-11,2024-06-11,0,From Foster
LDDC-A-4044,Wade,Dog,"Retriever, Flat-Coated",Mix,Black,White,Adult Dog,Transfer In,"66214, FLRN-MD-24-1255, FLRN-A-6826",Foster Adopted,1,2024-06-07,2024-06-12,5,From Foster
LDDC-A-3094,Sabrina,Cat,Domestic Shorthair,—,Black,—,Adult Cat,Transfer In,"FLRN-FC-24-0343, FLRN-A-6082",Meo Maison Cat Cafe Adoption,1,2024-02-10,2024-06-13,124,Cat Café
LDDC-A-3960,Finn,Dog,Shepherd,Mix,Brown,—,Adult Dog,Transfer In,"65786, FLRN-MD-24-1153, FLRN-A-6407",Adoption from Foster,1,2024-05-31,2024-06-14,14,From Foster
LDDC-A-3955,Bluff,Dog,Hound,Boxer,White,Black,Adult Dog,Transfer In,"65777, FLRN-MD-24-1150, FLRN-A-6403",Foster Adopted,1,2024-05-31,2024-06-14,14,From Foster
LDDC-A-3591,Malcolm,Dog,Chihuahua,—,Cream,—,Adult Dog,Transfer In,"PVAS-A-184994, PVAS-MD-24-0824",Adoption from Foster,1,2024-04-13,2024-06-14,62,From Foster
LDDC-A-3645,Shadow,Dog,"Retriever, Labrador",Mix,Black,White,Adult Dog,Transfer In,"65903, FLRN-MD-24-0896, FLRN-A-6507",Foster Adopted,1,2024-04-20,2024-06-14,55,From Foster
LDDC-A-4098,Gretel,Dog,Poodle,Mix,Black,—,Adult Dog,Transfer In,"66827, FLRN-FD-24-1298, FLRN-A-7194",Off Transport Adoption (OTA),1,2024-06-14,2024-06-15,1,Off Transport
